filename,label
dataset/train/Viced.jpg,VICED
dataset/train/Gusseted.jpg,GUSSETED
dataset/train/affirmed.jpg,AFFIRMED
dataset/train/KNITTERS.jpg,KNITTERS
dataset/train/Arrogates.jpg,ARROGATES
dataset/train/issued.jpg,ISSUED
dataset/train/Brick.jpg,BRICK
dataset/train/beckoned.jpg,BECKONED
dataset/train/REINFECTING.jpg,REINFECTING
dataset/train/COALESCENCE.jpg,COALESCENCE
dataset/train/STARKLY.jpg,STARKLY
dataset/train/NEGATES.jpg,NEGATES
dataset/train/MACADAM.jpg,MACADAM
dataset/train/SAMES.jpg,SAMES
dataset/train/teaks.jpg,TEAKS
dataset/train/Arbitraged.jpg,ARBITRAGED
dataset/train/officiousness.jpg,OFFICIOUSNESS
dataset/train/Taffies.jpg,TAFFIES
dataset/train/CHIPPINGS.jpg,CHIPPINGS
dataset/train/critters.jpg,CRITTERS
dataset/train/pullers.jpg,PULLERS
dataset/train/Minimal.jpg,MINIMAL
dataset/train/emphasizes.jpg,EMPHASIZES
dataset/train/DEBOUCHING.jpg,DEBOUCHING
dataset/train/lad.jpg,LAD
dataset/train/tubbier.jpg,TUBBIER
dataset/train/Beppo.jpg,BEPPO
dataset/train/Probate.jpg,PROBATE
dataset/train/BEGUN.jpg,BEGUN
dataset/train/Falsifiable.jpg,FALSIFIABLE
dataset/train/Newsworthiness.jpg,NEWSWORTHINESS
dataset/train/SKIP.jpg,SKIP
dataset/train/Ananda.jpg,ANANDA
dataset/train/claimant.jpg,CLAIMANT
dataset/train/tartness.jpg,TARTNESS
dataset/train/OUTCOME.jpg,OUTCOME
dataset/train/Facsimiled.jpg,FACSIMILED
dataset/train/Edifying.jpg,EDIFYING
dataset/train/Electrifiers.jpg,ELECTRIFIERS
dataset/train/summed.jpg,SUMMED
dataset/train/Hopkins.jpg,HOPKINS
dataset/train/LOANERS.jpg,LOANERS
dataset/train/laurasia.jpg,LAURASIA
dataset/train/Harlotry.jpg,HARLOTRY
dataset/train/shifting.jpg,SHIFTING
dataset/train/FRATERNIZER.jpg,FRATERNIZER
dataset/train/caliph.jpg,CALIPH
dataset/train/Tombolas.jpg,TOMBOLAS
dataset/train/CHOC.jpg,CHOC
dataset/train/Crooner.jpg,CROONER
dataset/train/hokiest.jpg,HOKIEST
dataset/train/Sedition.jpg,SEDITION
dataset/train/immunology.jpg,IMMUNOLOGY
dataset/train/Waterfall.jpg,WATERFALL
dataset/train/BETTYE.jpg,BETTYE
dataset/train/lloyd.jpg,LLOYD
dataset/train/revelers.jpg,REVELERS
dataset/train/Orbs.jpg,ORBS
dataset/train/frumpier.jpg,FRUMPIER
dataset/train/Stolons.jpg,STOLONS
dataset/train/mischievous.jpg,MISCHIEVOUS
dataset/train/Truncheons.jpg,TRUNCHEONS
dataset/train/Hit.jpg,HIT
dataset/train/Stags.jpg,STAGS
dataset/train/Analytic.jpg,ANALYTIC
dataset/train/deceive.jpg,DECEIVE
dataset/train/Anyways.jpg,ANYWAYS
dataset/train/OBSERVER.jpg,OBSERVER
dataset/train/FATHOMABLE.jpg,FATHOMABLE
dataset/train/Excoriation.jpg,EXCORIATION
dataset/train/ASTANA.jpg,ASTANA
dataset/train/antitank.jpg,ANTITANK
dataset/train/Gigolos.jpg,GIGOLOS
dataset/train/shish.jpg,SHISH
dataset/train/WEEKDAY.jpg,WEEKDAY
dataset/train/Acute.jpg,ACUTE
dataset/train/dooryard.jpg,DOORYARD
dataset/train/CHORTLE.jpg,CHORTLE
dataset/train/ASSEMBLY.jpg,ASSEMBLY
dataset/train/Schwinn.jpg,SCHWINN
dataset/train/Banshees.jpg,BANSHEES
dataset/train/ZUBENELGENUBI.jpg,ZUBENELGENUBI
dataset/train/prepayments.jpg,PREPAYMENTS
dataset/train/Theistic.jpg,THEISTIC
dataset/train/REPOSSESSING.jpg,REPOSSESSING
dataset/train/nah.jpg,NAH
dataset/train/nepotistic.jpg,NEPOTISTIC
dataset/train/Obligingly.jpg,OBLIGINGLY
dataset/train/NE.jpg,NE
dataset/train/Pecos.jpg,PECOS
dataset/train/intensely.jpg,INTENSELY
dataset/train/rack.jpg,RACK
dataset/train/BRADY.jpg,BRADY
dataset/train/climbs.jpg,CLIMBS
dataset/train/Direly.jpg,DIRELY
dataset/train/Polanski.jpg,POLANSKI
dataset/train/UNTESTED.jpg,UNTESTED
dataset/train/Lipreads.jpg,LIPREADS
dataset/train/regrouping.jpg,REGROUPING
dataset/train/Chronograph.jpg,CHRONOGRAPH
dataset/train/pubertal.jpg,PUBERTAL
dataset/train/Lenscrafters.jpg,LENSCRAFTERS
dataset/train/ROEG.jpg,ROEG
dataset/train/APPURTENANCES.jpg,APPURTENANCES
dataset/train/Stall.jpg,STALL
dataset/train/anticyclones.jpg,ANTICYCLONES
dataset/train/Pitches.jpg,PITCHES
dataset/train/RULER.jpg,RULER
dataset/train/Bug.jpg,BUG
dataset/train/IPHONE.jpg,IPHONE
dataset/train/broncs.jpg,BRONCS
dataset/train/Viscountess.jpg,VISCOUNTESS
dataset/train/liverpudlians.jpg,LIVERPUDLIANS
dataset/train/Legged.jpg,LEGGED
dataset/train/SLOVENE.jpg,SLOVENE
dataset/train/EQUATED.jpg,EQUATED
dataset/train/attired.jpg,ATTIRED
dataset/train/SERVILE.jpg,SERVILE
dataset/train/parasite.jpg,PARASITE
dataset/train/otto.jpg,OTTO
dataset/train/Overspecialize.jpg,OVERSPECIALIZE
dataset/train/Recriminating.jpg,RECRIMINATING
dataset/train/henley.jpg,HENLEY
dataset/train/dissecting.jpg,DISSECTING
dataset/train/Zoologist.jpg,ZOOLOGIST
dataset/train/nutritiously.jpg,NUTRITIOUSLY
dataset/train/Wale.jpg,WALE
dataset/train/abundant.jpg,ABUNDANT
dataset/train/BLUBBERING.jpg,BLUBBERING
dataset/train/Scarify.jpg,SCARIFY
dataset/train/SCUBAING.jpg,SCUBAING
dataset/train/Preschoolers.jpg,PRESCHOOLERS
dataset/train/REVOKE.jpg,REVOKE
dataset/train/prone.jpg,PRONE
dataset/train/Simone.jpg,SIMONE
dataset/train/Chittagong.jpg,CHITTAGONG
dataset/train/Fossilize.jpg,FOSSILIZE
dataset/train/ENIGE.jpg,ENIGE
dataset/train/lowenbrau.jpg,LOWENBRAU
dataset/train/OVATION.jpg,OVATION
dataset/train/Parsimonious.jpg,PARSIMONIOUS
dataset/train/ironies.jpg,IRONIES
dataset/train/Pugilistic.jpg,PUGILISTIC
dataset/train/LETHARGY.jpg,LETHARGY
dataset/train/countermeasure.jpg,COUNTERMEASURE
dataset/train/offers.jpg,OFFERS
dataset/train/TURMOIL.jpg,TURMOIL
dataset/train/priests.jpg,PRIESTS
dataset/train/Hefting.jpg,HEFTING
dataset/train/drooping.jpg,DROOPING
dataset/train/Matchlock.jpg,MATCHLOCK
dataset/train/HONEYBEE.jpg,HONEYBEE
dataset/train/Electrons.jpg,ELECTRONS
dataset/train/WHAMMIES.jpg,WHAMMIES
dataset/train/TINDERBOX.jpg,TINDERBOX
dataset/train/Refuters.jpg,REFUTERS
dataset/train/Snowdrops.jpg,SNOWDROPS
dataset/train/Creatives.jpg,CREATIVES
dataset/train/RECONVERT.jpg,RECONVERT
dataset/train/Mothballs.jpg,MOTHBALLS
dataset/train/Chinaware.jpg,CHINAWARE
dataset/train/Stormily.jpg,STORMILY
dataset/train/Workhorse.jpg,WORKHORSE
dataset/train/Ricardo.jpg,RICARDO
dataset/train/Yaounde.jpg,YAOUNDE
dataset/train/FLOCKS.jpg,FLOCKS
dataset/train/INVALIDING.jpg,INVALIDING
dataset/train/SEPARABILITY.jpg,SEPARABILITY
dataset/train/POSEUR.jpg,POSEUR
dataset/train/mutilating.jpg,MUTILATING
dataset/train/Trustworthiness.jpg,TRUSTWORTHINESS
dataset/train/cameramen.jpg,CAMERAMEN
dataset/train/CHANTILLY.jpg,CHANTILLY
dataset/train/EXTORTIONISTS.jpg,EXTORTIONISTS
dataset/train/viols.jpg,VIOLS
dataset/train/ISOLATION.jpg,ISOLATION
dataset/train/Internship.jpg,INTERNSHIP
dataset/train/impulsively.jpg,IMPULSIVELY
dataset/train/Vetoes.jpg,VETOES
dataset/train/mnemonic.jpg,MNEMONIC
dataset/train/bookkeeper.jpg,BOOKKEEPER
dataset/train/IMPOUNDING.jpg,IMPOUNDING
dataset/train/yokels.jpg,YOKELS
dataset/train/underpinning.jpg,UNDERPINNING
dataset/train/Turntables.jpg,TURNTABLES
dataset/train/Broaden.jpg,BROADEN
dataset/train/HEADING.jpg,HEADING
dataset/train/iodizes.jpg,IODIZES
dataset/train/Coltrane.jpg,COLTRANE
dataset/train/fumy.jpg,FUMY
dataset/train/GROUPIE.jpg,GROUPIE
dataset/train/Huzzahed.jpg,HUZZAHED
dataset/train/sherwood.jpg,SHERWOOD
dataset/train/Pegboards.jpg,PEGBOARDS
dataset/train/Slicks.jpg,SLICKS
dataset/train/mottle.jpg,MOTTLE
dataset/train/Unpretentiously.jpg,UNPRETENTIOUSLY
dataset/train/VITALIZING.jpg,VITALIZING
dataset/train/coincident.jpg,COINCIDENT
dataset/train/archetypes.jpg,ARCHETYPES
dataset/train/Inadvertent.jpg,INADVERTENT
dataset/train/osteoporosis.jpg,OSTEOPOROSIS
dataset/train/SPERRY.jpg,SPERRY
dataset/train/Poundage.jpg,POUNDAGE
dataset/train/Rubbernecked.jpg,RUBBERNECKED
dataset/train/videoing.jpg,VIDEOING
dataset/train/pointillists.jpg,POINTILLISTS
dataset/train/okay.jpg,OKAY
dataset/train/Essayed.jpg,ESSAYED
dataset/train/Prescriptions.jpg,PRESCRIPTIONS
dataset/train/Gentility.jpg,GENTILITY
dataset/train/gleams.jpg,GLEAMS
dataset/train/Commutators.jpg,COMMUTATORS
dataset/train/REIMBURSING.jpg,REIMBURSING
dataset/train/thinly.jpg,THINLY
dataset/train/Imf.jpg,IMF
dataset/train/Groupies.jpg,GROUPIES
dataset/train/Alveolar.jpg,ALVEOLAR
dataset/train/cala.jpg,CALA
dataset/train/perimeter.jpg,PERIMETER
dataset/train/LOEWI.jpg,LOEWI
dataset/train/palatable.jpg,PALATABLE
dataset/train/jato.jpg,JATO
dataset/train/splashier.jpg,SPLASHIER
dataset/train/Furrows.jpg,FURROWS
dataset/train/GABBIEST.jpg,GABBIEST
dataset/train/TORUS.jpg,TORUS
dataset/train/SPORTSMAN.jpg,SPORTSMAN
dataset/train/BESPATTERING.jpg,BESPATTERING
dataset/train/MANTISSAS.jpg,MANTISSAS
dataset/train/stately.jpg,STATELY
dataset/train/implacability.jpg,IMPLACABILITY
dataset/train/Lepidus.jpg,LEPIDUS
dataset/train/Premium.jpg,PREMIUM
dataset/train/Chloroforming.jpg,CHLOROFORMING
dataset/train/washroom.jpg,WASHROOM
dataset/train/PREEMPTING.jpg,PREEMPTING
dataset/train/Predestining.jpg,PREDESTINING
dataset/train/pancreatic.jpg,PANCREATIC
dataset/train/MEDITERRANEANS.jpg,MEDITERRANEANS
dataset/train/wilhelm.jpg,WILHELM
dataset/train/slouching.jpg,SLOUCHING
dataset/train/patriots.jpg,PATRIOTS
dataset/train/him.jpg,HIM
dataset/train/multiplicative.jpg,MULTIPLICATIVE
dataset/train/Grouchy.jpg,GROUCHY
dataset/train/Cauldron.jpg,CAULDRON
dataset/train/brims.jpg,BRIMS
dataset/train/menacing.jpg,MENACING
dataset/train/Deon.jpg,DEON
dataset/train/GREYHOUNDS.jpg,GREYHOUNDS
dataset/train/Drubbing.jpg,DRUBBING
dataset/train/unquestioning.jpg,UNQUESTIONING
dataset/train/PROPULSION.jpg,PROPULSION
dataset/train/premised.jpg,PREMISED
dataset/train/DECANTERS.jpg,DECANTERS
dataset/train/COBBLESTONE.jpg,COBBLESTONE
dataset/train/Slang.jpg,SLANG
dataset/train/pressingly.jpg,PRESSINGLY
dataset/train/elixir.jpg,ELIXIR
dataset/train/QUORATE.jpg,QUORATE
dataset/train/triumphalist.jpg,TRIUMPHALIST
dataset/train/STEED.jpg,STEED
dataset/train/Reuse.jpg,REUSE
dataset/train/airlifting.jpg,AIRLIFTING
dataset/train/estimated.jpg,ESTIMATED
dataset/train/IMPERFECTIONS.jpg,IMPERFECTIONS
dataset/train/UNDISTURBED.jpg,UNDISTURBED
dataset/train/kentuckian.jpg,KENTUCKIAN
dataset/train/Clump.jpg,CLUMP
dataset/train/INCISIVELY.jpg,INCISIVELY
dataset/train/ENPLANES.jpg,ENPLANES
dataset/train/Contuse.jpg,CONTUSE
dataset/train/Dispensers.jpg,DISPENSERS
dataset/train/Chairwomen.jpg,CHAIRWOMEN
dataset/train/UNSEARCHABLE.jpg,UNSEARCHABLE
dataset/train/donations.jpg,DONATIONS
dataset/train/disentangle.jpg,DISENTANGLE
dataset/train/deconstruct.jpg,DECONSTRUCT
dataset/train/LOAMIER.jpg,LOAMIER
dataset/train/FAMOUS.jpg,FAMOUS
dataset/train/Leaders.jpg,LEADERS
dataset/train/SHOTGUN.jpg,SHOTGUN
dataset/train/Categories.jpg,CATEGORIES
dataset/train/Dourough.jpg,DOUROUGH
dataset/train/SCHOOLMARMS.jpg,SCHOOLMARMS
dataset/train/FAIRIES.jpg,FAIRIES
dataset/train/jarrod.jpg,JARROD
dataset/train/microgroove.jpg,MICROGROOVE
dataset/train/MENNONITE.jpg,MENNONITE
dataset/train/PERSONALS.jpg,PERSONALS
dataset/train/barbie.jpg,BARBIE
dataset/train/IFFY.jpg,IFFY
dataset/train/derail.jpg,DERAIL
dataset/train/SPECTRAL.jpg,SPECTRAL
dataset/train/Commercials.jpg,COMMERCIALS
dataset/train/cystitis.jpg,CYSTITIS
dataset/train/Similarly.jpg,SIMILARLY
dataset/train/DIRNDL.jpg,DIRNDL
dataset/train/Crumbly.jpg,CRUMBLY
dataset/train/sunfish.jpg,SUNFISH
dataset/train/Nematodes.jpg,NEMATODES
dataset/train/order.jpg,ORDER
dataset/train/furloughed.jpg,FURLOUGHED
dataset/train/consonances.jpg,CONSONANCES
dataset/train/pas.jpg,PAS
dataset/train/ariz.jpg,ARIZ
dataset/train/blotter.jpg,BLOTTER
dataset/train/Milers.jpg,MILERS
dataset/train/waked.jpg,WAKED
dataset/train/ZOO.jpg,ZOO
dataset/train/Permit.jpg,PERMIT
dataset/train/RAPACITY.jpg,RAPACITY
dataset/train/Convokes.jpg,CONVOKES
dataset/train/segregationist.jpg,SEGREGATIONIST
dataset/train/uncompressed.jpg,UNCOMPRESSED
dataset/train/Incubation.jpg,INCUBATION
dataset/train/Parson.jpg,PARSON
dataset/train/Buffers.jpg,BUFFERS
dataset/train/switcher.jpg,SWITCHER
dataset/train/Slump.jpg,SLUMP
dataset/train/SLENDERIZING.jpg,SLENDERIZING
dataset/train/FLAMEPROOF.jpg,FLAMEPROOF
dataset/train/Fortifying.jpg,FORTIFYING
dataset/train/bret.jpg,BRET
dataset/train/polaroids.jpg,POLAROIDS
dataset/train/raunchier.jpg,RAUNCHIER
dataset/train/Sambuca.jpg,SAMBUCA
dataset/train/Chauffeured.jpg,CHAUFFEURED
dataset/train/HEADMASTER.jpg,HEADMASTER
dataset/train/Liberators.jpg,LIBERATORS
dataset/train/Fastsigns.jpg,FASTSIGNS
dataset/train/REVENGEFUL.jpg,REVENGEFUL
dataset/train/characterize.jpg,CHARACTERIZE
dataset/train/kinswomen.jpg,KINSWOMEN
dataset/train/Studding.jpg,STUDDING
dataset/train/mechanization.jpg,MECHANIZATION
dataset/train/maimed.jpg,MAIMED
dataset/train/caster.jpg,CASTER
dataset/train/adoptions.jpg,ADOPTIONS
dataset/train/hinterland.jpg,HINTERLAND
dataset/train/Voluptuaries.jpg,VOLUPTUARIES
dataset/train/ACQUIESCENT.jpg,ACQUIESCENT
dataset/train/Daniel.jpg,DANIEL
dataset/train/Overgrew.jpg,OVERGREW
dataset/train/UNPUBLISHED.jpg,UNPUBLISHED
dataset/train/THRESHES.jpg,THRESHES
dataset/train/GROUNDWORK.jpg,GROUNDWORK
dataset/train/scrapheap.jpg,SCRAPHEAP
dataset/train/tracy.jpg,TRACY
dataset/train/MONDALE.jpg,MONDALE
dataset/train/Logy.jpg,LOGY
dataset/train/implantable.jpg,IMPLANTABLE
dataset/train/Squatters.jpg,SQUATTERS
dataset/train/vice.jpg,VICE
dataset/train/PINCER.jpg,PINCER
dataset/train/CANDIDATE.jpg,CANDIDATE
dataset/train/Insulted.jpg,INSULTED
dataset/train/LAMINAR.jpg,LAMINAR
dataset/train/Ouija.jpg,OUIJA
dataset/train/furnish.jpg,FURNISH
dataset/train/Revocations.jpg,REVOCATIONS
dataset/train/PICCOLO.jpg,PICCOLO
dataset/train/Urinary.jpg,URINARY
dataset/train/beanpoles.jpg,BEANPOLES
dataset/train/Conqueror.jpg,CONQUEROR
dataset/train/REVOCATION.jpg,REVOCATION
dataset/train/stockyards.jpg,STOCKYARDS
dataset/train/newsiest.jpg,NEWSIEST
dataset/train/STANCHION.jpg,STANCHION
dataset/train/SITTER.jpg,SITTER
dataset/train/Earfuls.jpg,EARFULS
dataset/train/Epigraphy.jpg,EPIGRAPHY
dataset/train/INTERLINK.jpg,INTERLINK
dataset/train/FORDS.jpg,FORDS
dataset/train/skirmishers.jpg,SKIRMISHERS
dataset/train/BAREFOOT.jpg,BAREFOOT
dataset/train/Mariana.jpg,MARIANA
dataset/train/sundering.jpg,SUNDERING
dataset/train/RETINUE.jpg,RETINUE
dataset/train/Witheringly.jpg,WITHERINGLY
dataset/train/Submerging.jpg,SUBMERGING
dataset/train/SHAD.jpg,SHAD
dataset/train/Apostrophes.jpg,APOSTROPHES
dataset/train/Positive.jpg,POSITIVE
dataset/train/zonked.jpg,ZONKED
dataset/train/Rhineland.jpg,RHINELAND
dataset/train/exposures.jpg,EXPOSURES
dataset/train/Paranormal.jpg,PARANORMAL
dataset/train/ALLUSION.jpg,ALLUSION
dataset/train/disparagingly.jpg,DISPARAGINGLY
dataset/train/CRUET.jpg,CRUET
dataset/train/BINOCULARS.jpg,BINOCULARS
dataset/train/MOZAMBICAN.jpg,MOZAMBICAN
dataset/train/Mapmakers.jpg,MAPMAKERS
dataset/train/hordes.jpg,HORDES
dataset/train/thundercloud.jpg,THUNDERCLOUD
dataset/train/wineries.jpg,WINERIES
dataset/train/AMOROUSNESS.jpg,AMOROUSNESS
dataset/train/Exquisite.jpg,EXQUISITE
dataset/train/SCOTCHS.jpg,SCOTCHS
dataset/train/Tak.jpg,TAK
dataset/train/PREDILECTIONS.jpg,PREDILECTIONS
dataset/train/OBSCUREST.jpg,OBSCUREST
dataset/train/Herald.jpg,HERALD
dataset/train/Hayworth.jpg,HAYWORTH
dataset/train/believing.jpg,BELIEVING
dataset/train/CLINKING.jpg,CLINKING
dataset/train/FOOTLIGHTS.jpg,FOOTLIGHTS
dataset/train/Simplex.jpg,SIMPLEX
dataset/train/HUBBY.jpg,HUBBY
dataset/train/OUTPACING.jpg,OUTPACING
dataset/train/antecedence.jpg,ANTECEDENCE
dataset/train/omegas.jpg,OMEGAS
dataset/train/NEUTRINOS.jpg,NEUTRINOS
dataset/train/howdy.jpg,HOWDY
dataset/train/UPWARD.jpg,UPWARD
dataset/train/EVENING.jpg,EVENING
dataset/train/Commonly.jpg,COMMONLY
dataset/train/Canonized.jpg,CANONIZED
dataset/train/KNACK.jpg,KNACK
dataset/train/Nonunion.jpg,NONUNION
dataset/train/ronald.jpg,RONALD
dataset/train/WAINSCOTS.jpg,WAINSCOTS
dataset/train/Bacteria.jpg,BACTERIA
dataset/train/scrawniest.jpg,SCRAWNIEST
dataset/train/PROPHYLACTICS.jpg,PROPHYLACTICS
dataset/train/handhold.jpg,HANDHOLD
dataset/train/GUNSHIP.jpg,GUNSHIP
dataset/train/seclusion.jpg,SECLUSION
dataset/train/crises.jpg,CRISES
dataset/train/arthritic.jpg,ARTHRITIC
dataset/train/block.jpg,BLOCK
dataset/train/CIRCUMNAVIGATE.jpg,CIRCUMNAVIGATE
dataset/train/Nutriments.jpg,NUTRIMENTS
dataset/train/OVENWARE.jpg,OVENWARE
dataset/train/burying.jpg,BURYING
dataset/train/UNSHACKLE.jpg,UNSHACKLE
dataset/train/OFFICERS.jpg,OFFICERS
dataset/train/Indistinguishably.jpg,INDISTINGUISHABLY
dataset/train/overspecialized.jpg,OVERSPECIALIZED
dataset/train/UNDERSTANDABLY.jpg,UNDERSTANDABLY
dataset/train/undergrads.jpg,UNDERGRADS
dataset/train/LUISA.jpg,LUISA
dataset/train/Lauded.jpg,LAUDED
dataset/train/charts.jpg,CHARTS
dataset/train/Najafi.jpg,NAJAFI
dataset/train/beys.jpg,BEYS
dataset/train/oversubscribes.jpg,OVERSUBSCRIBES
dataset/train/ZARA.jpg,ZARA
dataset/train/CRUNCHING.jpg,CRUNCHING
dataset/train/orated.jpg,ORATED
dataset/train/ENCLAVE.jpg,ENCLAVE
dataset/train/Spacial.jpg,SPACIAL
dataset/train/reemployed.jpg,REEMPLOYED
dataset/train/precising.jpg,PRECISING
dataset/train/Reinstated.jpg,REINSTATED
dataset/train/Gumbos.jpg,GUMBOS
dataset/train/BURGERVILLE.jpg,BURGERVILLE
dataset/train/Translatable.jpg,TRANSLATABLE
dataset/train/animists.jpg,ANIMISTS
dataset/train/educing.jpg,EDUCING
dataset/train/convex.jpg,CONVEX
dataset/train/hipped.jpg,HIPPED
dataset/train/Honesty.jpg,HONESTY
dataset/train/Homesteaders.jpg,HOMESTEADERS
dataset/train/protean.jpg,PROTEAN
dataset/train/DIAMETRICAL.jpg,DIAMETRICAL
dataset/train/TRUING.jpg,TRUING
dataset/train/Frogmarched.jpg,FROGMARCHED
dataset/train/PHYSIOTHERAPIST.jpg,PHYSIOTHERAPIST
dataset/train/INCOMPETENCE.jpg,INCOMPETENCE
dataset/train/PROFITS.jpg,PROFITS
dataset/train/TERCENTENARIES.jpg,TERCENTENARIES
dataset/train/kent.jpg,KENT
dataset/train/ymca.jpg,YMCA
dataset/train/LIMPET.jpg,LIMPET
dataset/train/Illustratively.jpg,ILLUSTRATIVELY
dataset/train/pommy.jpg,POMMY
dataset/train/sidebars.jpg,SIDEBARS
dataset/train/whetting.jpg,WHETTING
dataset/train/IMPRINTER.jpg,IMPRINTER
dataset/train/ridgy.jpg,RIDGY
dataset/train/Synchronizations.jpg,SYNCHRONIZATIONS
dataset/train/Paperboys.jpg,PAPERBOYS
dataset/train/generators.jpg,GENERATORS
dataset/train/ARTHROPOD.jpg,ARTHROPOD
dataset/train/Whittier.jpg,WHITTIER
dataset/train/Ray.jpg,RAY
dataset/train/FRONTAGE.jpg,FRONTAGE
dataset/train/troubadour.jpg,TROUBADOUR
dataset/train/UNMODIFIED.jpg,UNMODIFIED
dataset/train/Deportation.jpg,DEPORTATION
dataset/train/WORLDLIER.jpg,WORLDLIER
dataset/train/likeliness.jpg,LIKELINESS
dataset/train/FANS.jpg,FANS
dataset/train/tub.jpg,TUB
dataset/train/UNITIES.jpg,UNITIES
dataset/train/outsourced.jpg,OUTSOURCED
dataset/train/STRUGGLES.jpg,STRUGGLES
dataset/train/Doodle.jpg,DOODLE
dataset/train/Debtors.jpg,DEBTORS
dataset/train/Crazes.jpg,CRAZES
dataset/train/unruffled.jpg,UNRUFFLED
dataset/train/MARRY.jpg,MARRY
dataset/train/Misjudgments.jpg,MISJUDGMENTS
dataset/train/TOUCHINESS.jpg,TOUCHINESS
dataset/train/moos.jpg,MOOS
dataset/train/desolately.jpg,DESOLATELY
dataset/train/Messmates.jpg,MESSMATES
dataset/train/SWAT.jpg,SWAT
dataset/train/Schweppes.jpg,SCHWEPPES
dataset/train/Hindrance.jpg,HINDRANCE
dataset/train/GARROTER.jpg,GARROTER
dataset/train/Bhutanese.jpg,BHUTANESE
dataset/train/seuss.jpg,SEUSS
dataset/train/Deadheaded.jpg,DEADHEADED
dataset/train/Tropicana.jpg,TROPICANA
dataset/train/Sakana.jpg,SAKANA
dataset/train/uremia.jpg,UREMIA
dataset/train/SOULLESSLY.jpg,SOULLESSLY
dataset/train/maurine.jpg,MAURINE
dataset/train/Blackest.jpg,BLACKEST
dataset/train/BULLISH.jpg,BULLISH
dataset/train/Yachts.jpg,YACHTS
dataset/train/Titivate.jpg,TITIVATE
dataset/train/fulfillment.jpg,FULFILLMENT
dataset/train/ACUMEN.jpg,ACUMEN
dataset/train/aptness.jpg,APTNESS
dataset/train/WESSON.jpg,WESSON
dataset/train/virgules.jpg,VIRGULES
dataset/train/Substances.jpg,SUBSTANCES
dataset/train/surrounds.jpg,SURROUNDS
dataset/train/sieved.jpg,SIEVED
dataset/train/SOB.jpg,SOB
dataset/train/Revolting.jpg,REVOLTING
dataset/train/MULTIFORM.jpg,MULTIFORM
dataset/train/Laundry.jpg,LAUNDRY
dataset/train/CLATTERS.jpg,CLATTERS
dataset/train/OBSCENER.jpg,OBSCENER
dataset/train/Unsealed.jpg,UNSEALED
dataset/train/MINIATURES.jpg,MINIATURES
dataset/train/CIRCUMFLEXES.jpg,CIRCUMFLEXES
dataset/train/MIDSECTION.jpg,MIDSECTION
dataset/train/Overheats.jpg,OVERHEATS
dataset/train/MONROE.jpg,MONROE
dataset/train/meaninglessness.jpg,MEANINGLESSNESS
dataset/train/riverbanks.jpg,RIVERBANKS
dataset/train/SEIZURE.jpg,SEIZURE
dataset/train/STINTING.jpg,STINTING
dataset/train/severing.jpg,SEVERING
dataset/train/Jejunum.jpg,JEJUNUM
dataset/train/CONTROLLED.jpg,CONTROLLED
dataset/train/ORTHOGRAPHY.jpg,ORTHOGRAPHY
dataset/train/CENTENNIALS.jpg,CENTENNIALS
dataset/train/overfeed.jpg,OVERFEED
dataset/train/MANFUL.jpg,MANFUL
dataset/train/transactors.jpg,TRANSACTORS
dataset/train/Hyperthyroid.jpg,HYPERTHYROID
